Date Time, Water Level, Sigma, O, F, R, L, Quality 
2009-01-01 06:54,-0.298,0.061,0,0,0,0,v
2009-01-01 07:00,-0.300,0.057,0,0,0,0,v
2009-01-01 07:06,-0.319,0.074,0,0,0,0,v
2009-01-01 07:12,-0.348,0.050,0,0,0,0,v
2009-01-01 07:18,-0.382,0.065,0,0,0,0,v
2009-01-01 07:24,-0.432,0.066,0,0,0,0,v
2009-01-01 07:30,-0.436,0.067,0,0,0,0,v
2009-01-01 07:36,-0.445,0.071,0,0,0,0,v
2009-01-01 07:42,-0.453,0.061,0,0,0,0,v
2009-01-01 07:48,-0.476,0.064,0,0,0,0,v
2009-01-01 07:54,-0.521,0.062,0,0,0,0,v
2009-01-01 08:00,-0.533,0.069,0,0,0,0,v
2009-01-01 08:06,-0.558,0.063,0,0,0,0,v
2009-01-01 08:12,-0.597,0.064,0,0,0,0,v
2009-01-01 08:18,-0.557,0.056,0,0,0,0,v
2009-01-01 08:24,-0.570,0.059,0,0,0,0,v
2009-01-01 08:30,-0.592,0.060,0,0,0,0,v
2009-01-01 08:36,-0.577,0.060,0,0,0,0,v
2009-01-01 08:42,-0.562,0.058,0,0,0,0,v
2009-01-01 08:48,-0.555,0.065,0,0,0,0,v
2009-01-01 08:54,-0.550,0.056,0,0,0,0,v
2009-01-01 09:00,-0.513,0.058,0,0,0,0,v
2009-01-01 09:06,-0.563,0.054,0,0,0,0,v
2009-01-01 09:12,-0.527,0.051,0,0,0,0,v
2009-01-01 09:18,-0.503,0.057,0,0,0,0,v
2009-01-01 09:24,-0.550,0.065,0,0,0,0,v
2009-01-01 09:30,-0.588,0.052,0,0,0,0,v
2009-01-01 09:36,-0.596,0.070,0,0,0,0,v
2009-01-01 09:42,-0.615,0.063,0,0,0,0,v
2009-01-01 09:48,-0.642,0.069,0,0,0,0,v
2009-01-01 09:54,-0.597,0.058,0,0,0,0,v
2009-01-01 10:00,-0.582,0.058,0,0,0,0,v
2009-01-01 10:06,-0.571,0.064,0,0,0,0,v
2009-01-01 10:12,-0.543,0.057,0,0,0,0,v
2009-01-01 10:18,-0.545,0.061,0,0,0,0,v
2009-01-01 10:24,-0.553,0.061,0,0,0,0,v
2009-01-01 10:30,-0.557,0.057,0,0,0,0,v
2009-01-01 10:36,-0.518,0.064,0,0,0,0,v
2009-01-01 10:42,-0.491,0.066,0,0,0,0,v
2009-01-01 10:48,-0.482,0.062,0,0,0,0,v
2009-01-01 10:54,-0.438,0.055,0,0,0,0,v
2009-01-01 11:00,-0.419,0.063,0,0,0,0,v
2009-01-01 11:06,-0.385,0.053,0,0,0,0,v
2009-01-01 11:12,-0.368,0.056,0,0,0,0,v
2009-01-01 11:18,-0.389,0.046,0,0,0,0,v
2009-01-01 11:24,-0.338,0.066,0,0,0,0,v
2009-01-01 11:30,-0.314,0.062,0,0,0,0,v
2009-01-01 11:36,-0.299,0.054,0,0,0,0,v
2009-01-01 11:42,-0.282,0.053,0,0,0,0,v
2009-01-01 11:48,-0.251,0.060,0,0,0,0,v
2009-01-01 11:54,-0.202,0.050,0,0,0,0,v
2009-01-01 12:00,-0.198,0.055,0,0,0,0,v
2009-01-01 12:06,-0.129,0.056,0,0,0,0,v
2009-01-01 12:12,-0.117,0.053,0,0,0,0,v
2009-01-01 12:18,-0.120,0.062,0,0,0,0,v
2009-01-01 12:24,-0.095,0.057,0,0,0,0,v
2009-01-01 12:30,-0.086,0.064,0,0,0,0,v
2009-01-01 12:36,-0.064,0.055,0,0,0,0,v
2009-01-01 12:42,-0.018,0.066,0,0,0,0,v
2009-01-01 12:48,0.017,0.058,0,0,0,0,v
2009-01-01 12:54,0.072,0.060,0,0,0,0,v
2009-01-01 13:00,0.074,0.053,0,0,0,0,v
2009-01-01 13:06,0.104,0.062,0,0,0,0,v
2009-01-01 13:12,0.118,0.057,0,0,0,0,v
2009-01-01 13:18,0.148,0.050,0,0,0,0,v
2009-01-01 13:24,0.167,0.078,0,0,0,0,v
2009-01-01 13:30,0.204,0.057,0,0,0,0,v
2009-01-01 13:36,0.221,0.063,0,0,0,0,v
2009-01-01 13:42,0.245,0.062,0,0,0,0,v
2009-01-01 13:48,0.279,0.053,0,0,0,0,v
2009-01-01 13:54,0.311,0.055,0,0,0,0,v
2009-01-01 14:00,0.318,0.061,0,0,0,0,v
2009-01-01 14:06,0.327,0.060,0,0,0,0,v
2009-01-01 14:12,0.362,0.055,0,0,0,0,v
2009-01-01 14:18,0.389,0.050,0,0,0,0,v
2009-01-01 14:24,0.368,0.055,0,0,0,0,v
2009-01-01 14:30,0.381,0.063,0,0,0,0,v
2009-01-01 14:36,0.394,0.058,0,0,0,0,v
2009-01-01 14:42,0.399,0.063,0,0,0,0,v
2009-01-01 14:48,0.408,0.068,0,0,0,0,v
2009-01-01 14:54,0.414,0.062,0,0,0,0,v
2009-01-01 15:00,0.417,0.076,0,0,0,0,v
2009-01-01 15:06,0.416,0.062,0,0,0,0,v
2009-01-01 15:12,0.413,0.060,0,0,0,0,v
2009-01-01 15:18,0.400,0.056,0,0,0,0,v
2009-01-01 15:24,0.413,0.000,0,0,0,0,v
2009-01-01 15:30,0.382,0.065,0,0,0,0,v
2009-01-01 15:36,0.411,0.052,0,0,0,0,v
2009-01-01 15:42,0.383,0.057,0,0,0,0,v
2009-01-01 15:48,0.375,0.055,0,0,0,0,v
2009-01-01 15:54,0.381,0.070,0,0,0,0,v
2009-01-01 16:00,0.361,0.068,0,0,0,0,v
2009-01-01 16:06,0.353,0.059,0,0,0,0,v
2009-01-01 16:12,0.309,0.059,0,0,0,0,v
2009-01-01 16:18,0.306,0.066,0,0,0,0,v
2009-01-01 16:24,0.326,0.056,0,0,0,0,v
2009-01-01 16:30,0.307,0.055,0,0,0,0,v
2009-01-01 16:36,0.287,0.049,0,0,0,0,v
2009-01-01 16:42,0.262,0.063,0,0,0,0,v
2009-01-01 16:48,0.244,0.055,0,0,0,0,v
2009-01-01 16:54,0.237,0.057,0,0,0,0,v
2009-01-01 17:00,0.223,0.058,0,0,0,0,v
2009-01-01 17:06,0.206,0.062,0,0,0,0,v
2009-01-01 17:12,0.170,0.063,0,0,0,0,v
2009-01-01 17:18,0.154,0.076,0,0,0,0,v
2009-01-01 17:24,0.126,0.062,0,0,0,0,v
2009-01-01 17:30,0.075,0.060,0,0,0,0,v
2009-01-01 17:36,0.048,0.058,0,0,0,0,v
2009-01-01 17:42,0.029,0.057,0,0,0,0,v
2009-01-01 17:48,0.001,0.055,0,0,0,0,v
2009-01-01 17:54,-0.046,0.058,0,0,0,0,v
2009-01-01 18:00,-0.064,0.066,0,0,0,0,v
2009-01-01 18:06,-0.129,0.053,0,0,0,0,v
2009-01-01 18:12,-0.162,0.053,0,0,0,0,v
2009-01-01 18:18,-0.187,0.064,0,0,0,0,v
2009-01-01 18:24,-0.215,0.058,0,0,0,0,v
2009-01-01 18:30,-0.244,0.063,0,0,0,0,v
2009-01-01 18:36,-0.230,0.037,0,0,0,0,v
2009-01-01 18:42,-0.297,0.054,0,0,0,0,v
2009-01-01 18:48,-0.340,0.055,0,0,0,0,v
2009-01-01 18:54,-0.377,0.038,0,0,0,0,v
2009-01-01 19:00,-0.393,0.049,0,0,0,0,v
2009-01-01 19:06,-0.401,0.067,0,0,0,0,v
2009-01-01 19:12,-0.457,0.050,0,0,0,0,v
2009-01-01 19:18,-0.483,0.044,0,0,0,0,v
2009-01-01 19:24,-0.488,0.057,0,0,0,0,v
2009-01-01 19:30,-0.529,0.049,0,0,0,0,v
2009-01-01 19:36,-0.506,0.046,0,0,0,0,v
2009-01-01 19:42,-0.537,0.047,0,0,0,0,v
2009-01-01 19:48,-0.517,0.051,0,0,0,0,v
2009-01-01 19:54,-0.554,0.053,0,0,0,0,v
2009-01-01 20:00,-0.557,0.054,0,0,0,0,v
2009-01-01 20:06,-0.586,0.049,0,0,0,0,v
2009-01-01 20:12,-0.622,0.062,0,0,0,0,v
2009-01-01 20:18,-0.625,0.049,0,0,0,0,v
2009-01-01 20:24,-0.645,0.067,0,0,0,0,v
2009-01-01 20:30,-0.677,0.046,0,0,0,0,v
2009-01-01 20:36,-0.662,0.055,0,0,0,0,v
2009-01-01 20:42,-0.695,0.055,0,0,0,0,v
2009-01-01 20:48,-0.696,0.052,0,0,0,0,v
2009-01-01 20:54,-0.701,0.049,0,0,0,0,v
2009-01-01 21:00,-0.713,0.041,0,0,0,0,v
2009-01-01 21:06,-0.721,0.041,0,0,0,0,v
2009-01-01 21:12,-0.719,0.054,0,0,0,0,v
2009-01-01 21:18,-0.717,0.045,0,0,0,0,v
2009-01-01 21:24,-0.730,0.043,0,0,0,0,v
2009-01-01 21:30,-0.726,0.053,0,0,0,0,v
2009-01-01 21:36,-0.748,0.043,0,0,0,0,v
2009-01-01 21:42,-0.728,0.047,0,0,0,0,v
2009-01-01 21:48,-0.704,0.056,0,0,0,0,v
2009-01-01 21:54,-0.701,0.046,0,0,0,0,v
2009-01-01 22:00,-0.712,0.043,0,0,0,0,v
2009-01-01 22:06,-0.695,0.053,0,0,0,0,v
2009-01-01 22:12,-0.695,0.053,0,0,0,0,v
2009-01-01 22:18,-0.702,0.043,0,0,0,0,v
2009-01-01 22:24,-0.645,0.061,0,0,0,0,v
2009-01-01 22:30,-0.612,0.045,0,0,0,0,v
2009-01-01 22:36,-0.586,0.052,0,0,0,0,v
2009-01-01 22:42,-0.563,0.049,0,0,0,0,v
2009-01-01 22:48,-0.568,0.041,0,0,0,0,v
2009-01-01 22:54,-0.564,0.049,0,0,0,0,v
2009-01-01 23:00,-0.555,0.056,0,0,0,0,v
2009-01-01 23:06,-0.541,0.049,0,0,0,0,v
2009-01-01 23:12,-0.515,0.052,0,0,0,0,v
2009-01-01 23:18,-0.488,0.072,0,0,0,0,v
2009-01-01 23:24,-0.440,0.048,0,0,0,0,v
2009-01-01 23:30,-0.425,0.055,0,0,0,0,v
2009-01-01 23:36,-0.384,0.056,0,0,0,0,v
2009-01-01 23:42,-0.376,0.061,0,0,0,0,v
2009-01-01 23:48,-0.365,0.048,0,0,0,0,v
2009-01-01 23:54,-0.371,0.047,0,0,0,0,v
2009-01-02 00:00,-0.296,0.054,0,0,0,0,v
2009-01-02 00:06,-0.304,0.050,0,0,0,0,v
2009-01-02 00:12,-0.278,0.047,0,0,0,0,v
2009-01-02 00:18,-0.228,0.049,0,0,0,0,v
2009-01-02 00:24,-0.224,0.058,0,0,0,0,v
2009-01-02 00:30,-0.205,0.056,0,0,0,0,v
2009-01-02 00:36,-0.180,0.056,0,0,0,0,v
2009-01-02 00:42,-0.168,0.053,0,0,0,0,v
2009-01-02 00:48,-0.102,0.053,0,0,0,0,v
2009-01-02 00:54,-0.083,0.044,0,0,0,0,v
2009-01-02 01:00,-0.045,0.054,0,0,0,0,v
2009-01-02 01:06,-0.005,0.049,0,0,0,0,v
2009-01-02 01:12,0.030,0.062,0,0,0,0,v
2009-01-02 01:18,0.044,0.051,0,0,0,0,v
2009-01-02 01:24,0.062,0.058,0,0,0,0,v
2009-01-02 01:30,0.077,0.074,0,0,0,0,v
2009-01-02 01:36,0.118,0.060,0,0,0,0,v
2009-01-02 01:42,0.121,0.064,0,0,0,0,v
2009-01-02 01:48,0.138,0.068,0,0,0,0,v
2009-01-02 01:54,0.164,0.051,0,0,0,0,v
2009-01-02 02:00,0.162,0.054,0,0,0,0,v
2009-01-02 02:06,0.175,0.063,0,0,0,0,v
2009-01-02 02:12,0.211,0.055,0,0,0,0,v
2009-01-02 02:18,0.237,0.070,0,0,0,0,v
2009-01-02 02:24,0.251,0.065,0,0,0,0,v
2009-01-02 02:30,0.279,0.060,0,0,0,0,v
2009-01-02 02:36,0.292,0.053,0,0,0,0,v
2009-01-02 02:42,0.334,0.046,0,0,0,0,v
2009-01-02 02:48,0.375,0.051,0,0,0,0,v
2009-01-02 02:54,0.398,0.062,0,0,0,0,v
2009-01-02 03:00,0.388,0.059,0,0,0,0,v
2009-01-02 03:06,0.383,0.051,0,0,0,0,v
2009-01-02 03:12,0.385,0.042,0,0,0,0,v
2009-01-02 03:18,0.364,0.057,0,0,0,0,v
2009-01-02 03:24,0.365,0.039,0,0,0,0,v
2009-01-02 03:30,0.382,0.065,0,0,0,0,v
2009-01-02 03:36,0.354,0.064,0,0,0,0,v
2009-01-02 03:42,0.353,0.048,0,0,0,0,v
2009-01-02 03:48,0.375,0.058,0,0,0,0,v
2009-01-02 03:54,0.377,0.065,0,0,0,0,v
2009-01-02 04:00,0.391,0.053,0,0,0,0,v
2009-01-02 04:06,0.409,0.061,0,0,0,0,v
2009-01-02 04:12,0.406,0.060,0,0,0,0,v
2009-01-02 04:18,0.379,0.058,0,0,0,0,v
2009-01-02 04:24,0.381,0.055,0,0,0,0,v
2009-01-02 04:30,0.369,0.060,0,0,0,0,v
2009-01-02 04:36,0.351,0.068,0,0,0,0,v
2009-01-02 04:42,0.350,0.063,0,0,0,0,v
2009-01-02 04:48,0.336,0.067,0,0,0,0,v
2009-01-02 04:54,0.340,0.051,0,0,0,0,v
2009-01-02 05:00,0.316,0.057,0,0,0,0,v
2009-01-02 05:06,0.281,0.059,0,0,0,0,v
2009-01-02 05:12,0.278,0.058,0,0,0,0,v
2009-01-02 05:18,0.247,0.053,0,0,0,0,v
2009-01-02 05:24,0.234,0.065,0,0,0,0,v
2009-01-02 05:30,0.219,0.053,0,0,0,0,v
2009-01-02 05:36,0.184,0.062,0,0,0,0,v
2009-01-02 05:42,0.123,0.051,0,0,0,0,v
2009-01-02 05:48,0.117,0.055,0,0,0,0,v
2009-01-02 05:54,0.098,0.045,0,0,0,0,v
2009-01-02 06:00,0.095,0.060,0,0,0,0,v
2009-01-02 06:06,0.054,0.051,0,0,0,0,v
2009-01-02 06:12,0.020,0.053,0,0,0,0,v
2009-01-02 06:18,0.018,0.055,0,0,0,0,v
2009-01-02 06:24,-0.007,0.055,0,0,0,0,v
2009-01-02 06:30,-0.068,0.047,0,0,0,0,v
2009-01-02 06:36,-0.081,0.067,0,0,0,0,v
2009-01-02 06:42,-0.114,0.062,0,0,0,0,v
2009-01-02 06:48,-0.131,0.057,0,0,0,0,v
2009-01-02 06:54,-0.121,0.052,0,0,0,0,v
2009-01-02 07:00,-0.128,0.054,0,0,0,0,v
2009-01-02 07:06,-0.167,0.046,0,0,0,0,v
2009-01-02 07:12,-0.178,0.042,0,0,0,0,v
2009-01-02 07:18,-0.165,0.045,0,0,0,0,v
2009-01-02 07:24,-0.231,0.048,0,0,0,0,v
2009-01-02 07:30,-0.214,0.048,0,0,0,0,v
2009-01-02 07:36,-0.237,0.049,0,0,0,0,v
2009-01-02 07:42,-0.285,0.042,0,0,0,0,v
2009-01-02 07:48,-0.310,0.047,0,0,0,0,v
2009-01-02 07:54,-0.332,0.051,0,0,0,0,v
2009-01-02 08:00,-0.321,0.048,0,0,0,0,v
2009-01-02 08:06,-0.343,0.060,0,0,0,0,v
2009-01-02 08:12,-0.356,0.055,0,0,0,0,v
2009-01-02 08:18,-0.361,0.049,0,0,0,0,v
2009-01-02 08:24,-0.390,0.046,0,0,0,0,v
2009-01-02 08:30,-0.403,0.048,0,0,0,0,v
2009-01-02 08:36,-0.403,0.060,0,0,0,0,v
2009-01-02 08:42,-0.414,0.045,0,0,0,0,v
2009-01-02 08:48,-0.425,0.044,0,0,0,0,v
2009-01-02 08:54,-0.429,0.055,0,0,0,0,v
2009-01-02 09:00,-0.427,0.045,0,0,0,0,v
2009-01-02 09:06,-0.437,0.056,0,0,0,0,v
2009-01-02 09:12,-0.434,0.049,0,0,0,0,v
2009-01-02 09:18,-0.430,0.042,0,0,0,0,v
2009-01-02 09:24,-0.444,0.038,0,0,0,0,v
2009-01-02 09:30,-0.480,0.055,0,0,0,0,v
2009-01-02 09:36,-0.496,0.055,0,0,0,0,v
2009-01-02 09:42,-0.534,0.065,0,0,0,0,v
2009-01-02 09:48,-0.558,0.053,0,0,0,0,v
2009-01-02 09:54,-0.547,0.051,0,0,0,0,v
2009-01-02 10:00,-0.557,0.056,0,0,0,0,v
2009-01-02 10:06,-0.538,0.057,0,0,0,0,v
2009-01-02 10:12,-0.520,0.067,0,0,0,0,v
2009-01-02 10:18,-0.508,0.058,0,0,0,0,v
2009-01-02 10:24,-0.513,0.061,0,0,0,0,v
2009-01-02 10:30,-0.506,0.068,0,0,0,0,v
2009-01-02 10:36,-0.490,0.072,0,0,0,0,v
2009-01-02 10:42,-0.482,0.071,0,0,0,0,v
2009-01-02 10:48,-0.487,0.079,0,0,0,0,v
2009-01-02 10:54,-0.467,0.070,0,0,0,0,v
2009-01-02 11:00,-0.434,0.080,0,0,0,0,v
2009-01-02 11:06,-0.425,0.079,0,0,0,0,v
2009-01-02 11:12,-0.382,0.073,0,0,0,0,v
2009-01-02 11:18,-0.360,0.070,0,0,0,0,v
2009-01-02 11:24,-0.341,0.081,0,0,0,0,v
2009-01-02 11:30,-0.279,0.082,0,0,0,0,v
2009-01-02 11:36,-0.269,0.091,0,0,0,0,v
2009-01-02 11:42,-0.271,0.091,0,0,0,0,v
2009-01-02 11:48,-0.253,0.097,0,0,0,0,v
2009-01-02 11:54,-0.292,0.092,0,0,0,0,v
2009-01-02 12:00,-0.248,0.099,0,0,0,0,v
2009-01-02 12:06,-0.213,0.095,0,0,0,0,v
2009-01-02 12:12,-0.132,0.094,0,0,0,0,v
2009-01-02 12:18,-0.094,0.092,0,0,0,0,v
2009-01-02 12:24,-0.065,0.087,0,0,0,0,v
2009-01-02 12:30,-0.085,0.089,0,0,0,0,v
2009-01-02 12:36,-0.071,0.099,0,0,0,0,v
2009-01-02 12:42,-0.044,0.090,0,0,0,0,v
2009-01-02 12:48,-0.010,0.109,0,0,0,0,v
2009-01-02 12:54,0.005,0.100,0,0,0,0,v
2009-01-02 13:00,0.019,0.107,0,0,0,0,v
2009-01-02 13:06,0.060,0.118,0,0,0,0,v
2009-01-02 13:12,0.090,0.133,0,0,0,0,v
2009-01-02 13:18,0.092,0.113,0,0,0,0,v
2009-01-02 13:24,0.146,0.102,0,0,0,0,v
2009-01-02 13:30,0.160,0.128,0,0,0,0,v
2009-01-02 13:36,0.178,0.115,0,0,0,0,v
2009-01-02 13:42,0.174,0.110,0,0,0,0,v
2009-01-02 13:48,0.202,0.122,0,0,0,0,v
2009-01-02 13:54,0.210,0.133,0,0,0,0,v
2009-01-02 14:00,0.207,0.127,0,0,0,0,v
2009-01-02 14:06,0.241,0.147,0,0,0,0,v
2009-01-02 14:12,0.240,0.122,0,0,0,0,v
2009-01-02 14:18,0.270,0.148,0,0,0,0,v
2009-01-02 14:24,0.288,0.140,0,0,0,0,v
2009-01-02 14:30,0.313,0.127,0,0,0,0,v
2009-01-02 14:36,0.310,0.156,0,0,0,0,v
2009-01-02 14:42,0.347,0.159,0,0,0,0,v
2009-01-02 14:48,0.359,0.148,0,0,0,0,v
2009-01-02 14:54,0.369,0.159,0,0,0,0,v
2009-01-02 15:00,0.339,0.161,0,0,0,0,v
2009-01-02 15:06,0.304,0.163,0,0,0,0,v
2009-01-02 15:12,0.317,0.158,0,0,0,0,v
2009-01-02 15:18,0.307,0.170,0,0,0,0,v
2009-01-02 15:24,0.339,0.151,0,0,0,0,v
2009-01-02 15:30,0.364,0.148,0,0,0,0,v
2009-01-02 15:36,0.376,0.170,0,0,0,0,v
2009-01-02 15:42,0.365,0.169,0,0,0,0,v
2009-01-02 15:48,0.361,0.168,0,0,0,0,v
2009-01-02 15:54,0.315,0.160,0,0,0,0,v
2009-01-02 16:00,0.281,0.192,0,0,0,0,v
2009-01-02 16:06,0.298,0.158,0,0,0,0,v
2009-01-02 16:12,0.297,0.176,0,0,0,0,v
2009-01-02 16:18,0.293,0.171,0,0,0,0,v
2009-01-02 16:24,0.320,0.195,0,0,0,0,v
2009-01-02 16:30,0.295,0.176,0,0,0,0,v
2009-01-02 16:36,0.278,0.148,0,0,0,0,v
2009-01-02 16:42,0.247,0.150,0,0,0,0,v
2009-01-02 16:48,0.232,0.169,0,0,0,0,v
2009-01-02 16:54,0.232,0.195,0,0,0,0,v
2009-01-02 17:00,0.249,0.166,0,0,0,0,v
2009-01-02 17:06,0.228,0.178,0,0,0,0,v
2009-01-02 17:12,0.187,0.170,0,0,0,0,v
2009-01-02 17:18,0.171,0.154,0,0,0,0,v
2009-01-02 17:24,0.174,0.156,0,0,0,0,v
2009-01-02 17:30,0.169,0.166,0,0,0,0,v
2009-01-02 17:36,0.149,0.176,0,0,0,0,v
2009-01-02 17:42,0.125,0.184,0,0,0,0,v
2009-01-02 17:48,0.064,0.164,0,0,0,0,v
2009-01-02 17:54,0.019,0.149,0,0,0,0,v
2009-01-02 18:00,0.008,0.149,0,0,0,0,v
2009-01-02 18:06,-0.036,0.144,0,0,0,0,v
2009-01-02 18:12,-0.065,0.149,0,0,0,0,v
2009-01-02 18:18,-0.074,0.173,0,0,0,0,v
2009-01-02 18:24,-0.119,0.149,0,0,0,0,v
2009-01-02 18:30,-0.170,0.169,0,0,0,0,v
2009-01-02 18:36,-0.166,0.151,0,0,0,0,v
2009-01-02 18:42,-0.244,0.133,0,0,0,0,v
2009-01-02 18:48,-0.277,0.159,0,0,0,0,v
2009-01-02 18:54,-0.291,0.144,0,0,0,0,v
2009-01-02 19:00,-0.310,0.168,0,0,0,0,v
2009-01-02 19:06,-0.373,0.138,0,0,0,0,v
2009-01-02 19:12,-0.390,0.146,0,0,0,0,v
2009-01-02 19:18,-0.437,0.130,0,0,0,0,v
2009-01-02 19:24,-0.471,0.149,0,0,0,0,v
2009-01-02 19:30,-0.490,0.150,0,0,0,0,v
2009-01-02 19:36,-0.495,0.136,0,0,0,0,v
2009-01-02 19:42,-0.510,0.142,0,0,0,0,v
2009-01-02 19:48,-0.537,0.155,0,0,0,0,v
2009-01-02 19:54,-0.564,0.136,0,0,0,0,v
2009-01-02 20:00,-0.589,0.137,0,0,0,0,v
2009-01-02 20:06,-0.625,0.121,0,0,0,0,v
2009-01-02 20:12,-0.642,0.149,0,0,0,0,v
2009-01-02 20:18,-0.674,0.124,0,0,0,0,v
2009-01-02 20:24,-0.681,0.127,0,0,0,0,v
2009-01-02 20:30,-0.676,0.122,0,0,0,0,v
2009-01-02 20:36,-0.706,0.128,0,0,0,0,v
2009-01-02 20:42,-0.701,0.133,0,0,0,0,v
2009-01-02 20:48,-0.716,0.132,0,0,0,0,v
2009-01-02 20:54,-0.726,0.131,0,0,0,0,v
2009-01-02 21:00,-0.730,0.136,0,0,0,0,v
2009-01-02 21:06,-0.741,0.128,0,0,0,0,v
2009-01-02 21:12,-0.735,0.123,0,0,0,0,v
2009-01-02 21:18,-0.732,0.114,0,0,0,0,v
2009-01-02 21:24,-0.734,0.126,0,0,0,0,v
2009-01-02 21:30,-0.738,0.111,0,0,0,0,v
2009-01-02 21:36,-0.755,0.133,0,0,0,0,v
2009-01-02 21:42,-0.758,0.107,0,0,0,0,v
2009-01-02 21:48,-0.740,0.111,0,0,0,0,v
2009-01-02 21:54,-0.699,0.107,0,0,0,0,v
2009-01-02 22:00,-0.710,0.113,0,0,0,0,v
2009-01-02 22:06,-0.720,0.129,0,0,0,0,v
2009-01-02 22:12,-0.691,0.110,0,0,0,0,v
2009-01-02 22:18,-0.696,0.108,0,0,0,0,v
2009-01-02 22:24,-0.703,0.112,0,0,0,0,v
2009-01-02 22:30,-0.708,0.105,0,0,0,0,v
2009-01-02 22:36,-0.722,0.110,0,0,0,0,v
2009-01-02 22:42,-0.707,0.108,0,0,0,0,v
2009-01-02 22:48,-0.680,0.097,0,0,0,0,v
2009-01-02 22:54,-0.643,0.103,0,0,0,0,v
2009-01-02 23:00,-0.671,0.106,0,0,0,0,v
